,idnumber,user,date,time,body,inreply,title,path,topic,weight,count
38,5523219,zatzy,2006-11-11,15:56,"  Citat:      Ursprungligen postat av Ruskigbuss  Riksdagens talman är den enda anständiga lösningen i en stat som vill kalla sej demokratisk.   Eftersom statsöverhuvud-ämbetet är utan makt och inflytande, så spelar det väl knappast någon roll vilka tomtar som försöker påverka detta.    Som talman så skall personen vara neutral i alla frågor som finns på den politiska agendan.    För att trösta rojalisterna, så har jag - med jämna mellanrum - förslagit att kungahuset skall få fortsätta, men då som privat bolag. I ett övergångsskede kan detta bolag få ensamrätt på titeln ""Sveriges Konung/Drottning"". Längre fram kan man tänka sej att de får nöja sej med ""Det Bernadottska Konungahuset av Sverige"" - och att konkurrenter kan starta. Om intresse finns.   SÅ kan demokratin få sitt - och rojalisterna kan fortsätta hurra för konungen.      Jag har för mig att den som kom på iden att privatisera kungahuset var Robert Aschberg i nåt Diskutabelt-program från slutet av 80-talet. Sedan har kolumnister och skribenter tyckt att det varit så kul att man med jämna mellanrum kunnat läsa det förslaget. Ok, det var kul första gången men när man för femhundrafemtielfte gången ser nån skriva: ""Jag har en ide varför inte privatisera..."" så gäspar man bara.    Antigen har vi monarki eller också också republik och president. Ingen jävla kompromiss nu! Var inte så mesiga, stå för er sak.    ",Ruskigbuss,Avskaffa monarkin och inför... ingenting?,Alla forum/Politik/Politik: inrikes/Valsystemet och statsskicket,disk/FB2/,1.0,
39,5523230,Von Bing,2006-11-11,15:57,"     Problemet med republikaner är att de inte levererar något reellt alternativ till monarkin. T ex är det få som vill ersätta en substansfylld statschefspost som knugen med ett totalt meningslöst sinekurämbete. Att t ex Tyskland har en president förefaller mer eller mindre skrattretande, då dennes enda befogenhet är att kunna återremittera lagförslag, ett drag förövrigt använt endast en gång. Att Israel har en president fick mången flundra att undra, när den nuvarande ämbetsinnehavarens enda kända drag är att inte kunna hålla kuken i styr.    En riktigt bra introartikel finnes här:   http://www.mobergpublications.se/tryckta/republik.htm    Citat:        Argumentationen för presidentstyre i Sverige består i allmänhet i argument mot monarkin och är så tillvida negativ. Monarkin och kungahuset kritiseras som kvarlevor från en förgången tid utan existensberättigande i en modem och upplyst demokrati. Monarkin bör därför ersättas av något annat, och detta andra blir republik och presidentstyre. Denna argumentationslinje rymmer naturligtvis ett visst mått av rimlighet, men den missar ändå de mycket betydande argumenten för presidentstyre och republik som också finns. Eftersom kungen i realiteten berövats all makt är ju monarkins nackdelar trots allt lätta att stå ut med. Att vi inte tillgodogör oss republikens fördelar är däremot en allvarlig och konsekvensrik underlåtenhet. Jag skall därför i denna artikel diskutera de argument som positivt och direkt talar för republik och presidentstyre.       Den stora demokatiboven är parlamentarismen, som är mer en polyarki än demokrati. Ett parlamentariskt system tvingar partierna att vara disciplinerade, toppstyrda, och hela tiden driva åt det håll som Lenin kallade ""demokratisk centralism"", samtidigt som det egna partiet nominerar samtliga kandidater och inte väljarna, är det allt annat än bra för en vital demokrati. Partierna har idag en oerhörd makt och en bärande roll i den svenska demokratin, i och med att parlamentarism ihop med proportionella val tillämpas. Vikten av separation mellan lagstiftare och verkställare är svag i parlamentarismen, speciellt i Sverige, där en för demokratin osund harmoni mellan de lagstiftande, verkställande, och till och med de dömande makterna uppstår, något som endast kan kallas maktkoncentration.    Åt helvete med parlamentarismen.    ",none,Avskaffa monarkin och inför... ingenting?,Alla forum/Politik/Politik: inrikes/Valsystemet och statsskicket,disk/FB2/,1.0,
40,5523363,Kotzen,2006-11-11,16:18,"  Citat:          Citat:  Ursprungligen postat av Kotzen  ..de som skriver skolböcker i SO för mellanstadiebarn inte ha något att skriva i faktarutan bredvid Sverige, där det bredvid andra civiliserade länder står statsskick: republik/monarki..   Står det så? Det har verkligen gått utför med detta lands utbildningssystem...Konstitutionell monarki stod det i mina böcker.         Du har nog rätt i att det står konstitutionell monarki, ska kolla på måndag på lektionen för säkerhets skull. Men problemet kvarstår, vad ska de skriva i böckerna istället?    ",Kotzen ,Avskaffa monarkin och inför... ingenting?,Alla forum/Politik/Politik: inrikes/Valsystemet och statsskicket,disk/FB2/,1.0,
41,5525326,Strix m/94,2006-11-11,20:16,"  Citat:      Ursprungligen postat av gart  Tack för ett bra inlägg!     ...för seriösa svar. Jag skall försöka diskuterar dem på samma sätt.   Citat:        Jag har sprängt in numreringar i citatet ovan, vill diskutera dem i denna ordning:   3. Jag utgår ifrån att statsministern är sveriges överbefälhavare numera? Jag kan inte se någon anledning till att ha en formell överbefälhavare i form av en kung, vad är vitsen med det?         Detta är en svårighet i Sverige och har varit så sedan RF 1974 trädde i kraft. Det är en form av dubbelkommando där dels regeringen ""leder Försvarsmakten"", dels finns det en militär (gen Syrén) som är överbefälhavare, ÖB. Statschefens/kungens roll är att vara ""Försvarsmaktens främste företrädare"", en rent symbolisk funktion alltså. I Danmark och Norge är monarken den formelle överbefälhavaren, som i Sverige innan RF 1974, alltså. Det som anses vara vitsen i de flesta länder med att statschefen är överbevälhavare är i regel två; dels är försvaret statens främsta maktapparat, dels vill man markera att militären inte är självständig utan står under statsledningens kontroll. I Finland är republikens president överbefälhavare, men lämnar regelmässigt över det direkta befälet till Kommendören för Försvarsmakten i krig. I Sverige har det diskuterats om ÖB-funktionen skall bytas ut mot någon annan befattning för att stärka politikens roll, samt naturligtvis försvaga försvaret ytterligare.   Citat:        2. Varför skulle inte statsministerns kansli kunna sköta pappersarbetet med svenska och utländska ambassadörer?         Det skulle säkert fungera rent tekniskt, men för att det skall synka med andra stater så måste då statsministern tillika vara statschef, alltså ungefär som i USA. Vi har ofta rätt avvikande lösningar i Sverige, till förfång för oss i internationella sammanhang. Ofta har det berott på att vi har lämnat ett internationellt mönster av ideologiska skäl under 60- och 70-talen. Det är snart sagt omöjligt att umgås med andra stater om det inte finns en statschefsfunktion.   Citat:        1. Om jag vore statschef för ett annat land, skulle jag bra mycket hellre träffa statsministern än kungen... vad är idén med att andra länders statsöverhuvud ska träffa en person som inte har något mandat att göra något alls?         Statsbesöken formella karaktär har iregel inte så mycket med politiska sakfrågor att göra, utan är mer av symboliskt slag. Statscheferna möts och det är en del i det internationella signalsystemet för att visa omvärlden att vänskapliga relationer råder. Det politiska fotarbetet sköts sedan av ministrar och tjänstemän som har mandat att ingå avtal med mera, när så krävs.    ",gart,Avskaffa monarkin och inför... ingenting?,Alla forum/Politik/Politik: inrikes/Valsystemet och statsskicket,disk/FB2/,1.0,
42,5526527,fakesky,2006-11-11,23:08,"  Citat:      Ursprungligen postat av gart  Kan du berätta vilka dessa ändringar är?     Successionsordningen måste tas bort, det är en av de 4 grundlagarna.  Regeringsformen måste modifieras, även den en grundlag.  Dessutom måste förmodligen en ny grundlag/grundlagsparagraf,  som ersätter sucessionsordningen för den nya statsöverhuvudet,  inrättas.   Det tycker jag är ett ganska krångligt projekt för att plocka bort en gubbe  som ""alla"" gillar, och är en vinst för Sverige.   /Per    ",gart,Avskaffa monarkin och inför... ingenting?,Alla forum/Politik/Politik: inrikes/Valsystemet och statsskicket,disk/FB2/,1.0,
43,5526598,gart,2006-11-11,23:16,"  Citat:      Ursprungligen postat av Strix m/94  ...för seriösa svar. Jag skall försöka diskuterar dem på samma sätt.     (Och jag tackar *återigen* för mycket informativa svar! Kul!)   Citat:      Ursprungligen postat av Strix m/94  Detta är en svårighet i Sverige och har varit så sedan RF 1974 trädde i kraft. Det är en form av dubbelkommando där dels regeringen ""leder Försvarsmakten"", dels finns det en militär (gen Syrén) som är överbefälhavare, ÖB. Statschefens/kungens roll är att vara ""Försvarsmaktens främste företrädare"", en rent symbolisk funktion alltså. I Danmark och Norge är monarken den formelle överbefälhavaren, som i Sverige innan RF 1974, alltså. Det som anses vara vitsen i de flesta länder med att statschefen är överbevälhavare är i regel två; dels är försvaret statens främsta maktapparat, dels vill man markera att militären inte är självständig utan står under statsledningens kontroll. I Finland är republikens president överbefälhavare, men lämnar regelmässigt över det direkta befälet till Kommendören för Försvarsmakten i krig. I Sverige har det diskuterats om ÖB-funktionen skall bytas ut mot någon annan befattning för att stärka politikens roll, samt naturligtvis försvaga försvaret ytterligare.     Nu  är jag lite förvirrad... är kungen svenska krigsmaktens högsta befälhavare eller är han det inte? Eller var han det fram till 1974 och därefter ej? Eller, är kungen någon som man hälsar på med blanka stövlar men har noll och ingen befogenhet att utdela några som helst order?   Det rimliga, när det gäller den svenska militären, borde väl vara att den folkvalda makten (riksdag, statsminister & försvarsminister då, får man anta) tar de övergripande besluten och lämnar det operativa utförandet åt de professionella militärerna? Självfallet bör den folkvalda maktens befogenheter gällande detta regleras i grundlag.   Att ha en kung tillsatt på arvsmeriter som har befogenheter att beordra ut tunga beväpnade styrkor känns helt rubbat. Jag hoppas innerligt att vi inte har det så i Sverige.   Citat:      Ursprungligen postat av Strix m/94  Det skulle säkert fungera rent tekniskt, men för att det skall synka med andra stater så måste då statsministern tillika vara statschef, alltså ungefär som i USA.     Jag fikar ju i den här tråden lite efter vilka möjligheter som finns att lägga ut statschefens åtaganden på andra ämbeten. I det här fallet känns det perfekt att statsministern är ""statschef i fråga om handhavandet av pappersarbete gällande svenska och utländska ambassadörer"". Eller?   Citat:      Ursprungligen postat av Strix m/94  Vi har ofta rätt avvikande lösningar i Sverige, till förfång för oss i internationella sammanhang. Ofta har det berott på att vi har lämnat ett internationellt mönster av ideologiska skäl under 60- och 70-talen. Det är snart sagt omöjligt att umgås med andra stater om det inte finns en statschefsfunktion.     Intressant, vilka mönster var det vi lämnade och varför? Vilken ideologi var det som fick ""oss"" att göra detta?    Vad i statschefsfunktionen är det som inte skulle kunna utföras av vårt nuvarande statsministerämbete i sin nuvarande form? Alltså, till och med att det vore praktiskt att göra så?   Citat:      Ursprungligen postat av Strix m/94  Statsbesöken formella karaktär har iregel inte så mycket med politiska sakfrågor att göra, utan är mer av symboliskt slag. Statscheferna möts och det är en del i det internationella signalsystemet för att visa omvärlden att vänskapliga relationer råder. Det politiska fotarbetet sköts sedan av ministrar och tjänstemän som har mandat att ingå avtal med mera, när så krävs.     Ja, jo, jag har också förstått att man slänger fram tunga gubben när det andra landet slänger fram tunga gubben. Men om det bara handlar om att slänga fram tunga gubben, så struntar väl det andra landet i exakt vem det är, så länge den gubbe (eller, för all del, gumma, jag är inte den som är den) man slänger fram är den tyngsta? Vilket, för att följa min tidigare tankegång, borde kunna vara vår statsminister.   (Är jag fel ute när jag känner att jag närmar mig USAs modell nu? Där statschef och regeringschef är samma person?)    ",Strix m/94,Avskaffa monarkin och inför... ingenting?,Alla forum/Politik/Politik: inrikes/Valsystemet och statsskicket,disk/FB2/,1.0,
44,5526642,gart,2006-11-11,23:21,"  Citat:      Ursprungligen postat av fakesky  Successionsordningen måste tas bort, det är en av de 4 grundlagarna.  Regeringsformen måste modifieras, även den en grundlag.  Dessutom måste förmodligen en ny grundlag/grundlagsparagraf,  som ersätter sucessionsordningen för den nya statsöverhuvudet,  inrättas.   Det tycker jag är ett ganska krångligt projekt för att plocka bort en gubbe  som ""alla"" gillar, och är en vinst för Sverige.   /Per     Det är inte frågan om att plocka bort en gubbe, utan om att plocka bort ett ämbete. (Jag följer den här tankelinjen eftersom jag i mina funderar ofta siktar mot det libertarianska idealet om en minimal stat. Ämbetet i fråga känns inte riktigt som att det behövs. Det är därför jag försöker bena ut mina frågetecken i den här tråden.)   Men de enda ändringar du nämner är ju de som rör hur vår statschef tillsätts (successionen), samt regeringsformen. Det är väl egentligen bara de texter där det står att vi ska ha en kung, vem det ska vara och vad han ska göra. (Vad han ska göra diskuteras parallellt i tråden med Strix94 just nu.)   Är det något annat som måste ändras?    ",fakesky,Avskaffa monarkin och inför... ingenting?,Alla forum/Politik/Politik: inrikes/Valsystemet och statsskicket,disk/FB2/,1.0,
45,5529800,Strix m/94,2006-11-12,13:18,"  Citat:      Ursprungligen postat av gart  (Och jag tackar *återigen* för mycket informativa svar! Kul!)     ...meningsutbyte får fortsätta.     Citat:        Nu  är jag lite förvirrad... är kungen svenska krigsmaktens högsta befälhavare eller är han det inte? Eller var han det fram till 1974 och därefter ej? Eller, är kungen någon som man hälsar på med blanka stövlar men har noll och ingen befogenhet att utdela några som helst order?         Jag förstår förvirringen. Den uppstår ofta även när man skall förklara förklara för utlänningar hur det fungerar. Kungen var formellt ÖB tom 1974, därefter kallas det ""främste företrädare"". ÖB i praktiken är Syrén, men regeringen äe chef över honom, men är ändå inte ÖB - ovanligt och dumt, egentligen.   Citat:        Det rimliga, när det gäller den svenska militären, borde väl vara att den folkvalda makten (riksdag, statsminister & försvarsminister då, får man anta) tar de övergripande besluten och lämnar det operativa utförandet åt de professionella militärerna? Självfallet bör den folkvalda maktens befogenheter gällande detta regleras i grundlag.         Jo, så är ju tanken, vilket det även är i länder som Norge, Danmark och Finland, fast de har andra konstruktioner.   Citat:        Att ha en kung tillsatt på arvsmeriter som har befogenheter att beordra ut tunga beväpnade styrkor känns helt rubbat. Jag hoppas innerligt att vi inte har det så i Sverige.         Det kan väl i och för sig vara riktigt, även om den folkvalda aspekten knappast i sig borgar för att besluten i sig är kloka. Inte alla svenskar skulle föredra Bush och Rumsfelt framför Carl XVI Gustaf som ledare. Men kungen har så klart ingen reell beälsrätt över de operativa besluten, utan hans viktiga och helt avgörande roll är att vara den samlande symboliska gestalten.   Citat:        Jag fikar ju i den här tråden lite efter vilka möjligheter som finns att lägga ut statschefens åtaganden på andra ämbeten. I det här fallet känns det perfekt att statsministern är ""statschef i fråga om handhavandet av pappersarbete gällande svenska och utländska ambassadörer"". Eller?         Tekniskt är det förstås fullt möjligt att dela upp kungens uppgifter på statsministern och talmannen. Däremot tror jag som monarkist att det vore djupt olyckligt och skadligt för landet. Ingen annan funktion än kungen kan upparbeta ett så starkt historiskt och kulturellt symbolvärde, vilekt i vår lätt rotlösa tillvaro är en oerhörd tillgång.   Citat:        Intressant, vilka mönster var det vi lämnade och varför? Vilken ideologi var det som fick ""oss"" att göra detta?         Jag tänker t ex på att ""vi"" lämnade ett befälsystem 1972 som var rätt likt omvärldens, med underbefäl, underofficerare och officerare. Men även i skolan så avskaffade ordnings- och uppförandebetygen, kristendomsundervisningen och läroverken = studentexemen. I det allmänna samhällslivet genomförden ""Du-reformen"" till stort förfång för den befriande distans som kan behövas mellan hög och låg. Säkert kan ett stort antal andra exempel anföras. I en annan tråd har jag ondgjort mig över att landshövdingen i Stockholm inte tituleras Överståthållare längre osv.  Min tolkning är att det är den svenska varianten på socialism, med sitt intresse av utjämning som lett fram till detta. Den svenska avundsjukan att ingen skall vara förmer, framför allt inte om vederbörande förtjänar det, hjälper till också.   Citat:        Vad i statschefsfunktionen är det som inte skulle kunna utföras av vårt nuvarande statsministerämbete i sin nuvarande form? Alltså, till och med att det vore praktiskt att göra så?         Praktiskt är en sak, men min invändning är att det är olämpligt därför att det har ett så stort kulturellt värde att behålla den monarkiska principen. Bryr man sig inte om sådant utan bara bryr sig om det tekniska så kan säkert allt utom att ta emot truppen vid högvaktsavlösningen fördelas på valda politiker.   Citat:        Ja, jo, jag har också förstått att man slänger fram tunga gubben när det andra landet slänger fram tunga gubben. Men om det bara handlar om att slänga fram tunga gubben, så struntar väl det andra landet i exakt vem det är, så länge den gubbe (eller, för all del, gumma, jag är inte den som är den) man slänger fram är den tyngsta? Vilket, för att följa min tidigare tankegång, borde kunna vara vår statsminister.   (Är jag fel ute när jag känner att jag närmar mig USAs modell nu? Där statschef och regeringschef är samma person?)         Litet så är det. USAs och Frankrikes presidenter kan vara hur mäktiga som helst, men de blir aldrig kungar, och därmed står de alltid litet ett trappsteg nedanför i det internationella umgänget. Den sociala styrkan i att ha en position som inte är ett resultat av ett valtillfälle är oerhörd i sådana lägen. En stor tillgång för ett litet land som Sverige alltså.  Jo, Du närmar Dig nog den amerikanska idén, men den kan ju utformas på olika sätt förstås.    ",gart,Avskaffa monarkin och inför... ingenting?,Alla forum/Politik/Politik: inrikes/Valsystemet och statsskicket,disk/FB2/,1.0,
46,21725571,Skandis,2010-02-28,00:54,"     Nutida feminism gynnar kvinnor, punkt.  Det finns flertalet feminister som är medvetna om detta, men som ändå är anhängare till konceptet. Dock inte för att den förespråkar jämnställdhet utan för att den gör att kvinnor får det bättre i livet.  Givetvis tar samma människor också avstånd från de mer absurda statsfeminism koncepten som kontrollerad litteratur, totalkontroll över familjerna och demonisering av mannen m.m.   Finns det någonting negativt med dessa människor?  Känner personligen att om man ger sig själv titeln feminist så ger man statsfeminismen mer förankring i samhället, varesig man ställer sig positiv eller negativ till de absurditeter den förespråkar. Är detta något reelt, eller är det bara jag som överanalyserar situationen?    ",none,"""Feminster"" som inte tror på statsfeminism",Alla forum/Politik/Feminism,disk/FB2/,1.0,
47,21727987,avicenna,2010-02-28,05:52,"     Feminism är en sjukdom som härstammar från avunsjuka(mannen som norm),hjälper inte att leka med etiketter. ",none,"""Feminster"" som inte tror på statsfeminism",Alla forum/Politik/Feminism,disk/FB2/,1.0,
48,21737308,ergot,2010-02-28,20:04,"  Citat:      Ursprungligen postat av Skandis  Nutida feminism gynnar kvinnor, punkt.  Det finns flertalet feminister som är medvetna om detta, men som ändå är anhängare till konceptet. Dock inte för att den förespråkar jämnställdhet utan för att den gör att kvinnor får det bättre i livet.  Givetvis tar samma människor också avstånd från de mer absurda statsfeminism koncepten som kontrollerad litteratur, totalkontroll över familjerna och demonisering av mannen m.m.   Finns det någonting negativt med dessa människor?  Känner personligen att om man ger sig själv titeln feminist så ger man statsfeminismen mer förankring i samhället, varesig man ställer sig positiv eller negativ till de absurditeter den förespråkar. Är detta något reelt, eller är det bara jag som överanalyserar situationen?     Det är negativt att vara medveten om att ens påstådda ""jämlikhetssträvande"" ideologi bara gynnar det det egna könet och ändå hänga med den, ja.  ",Skandis,"""Feminster"" som inte tror på statsfeminism",Alla forum/Politik/Feminism,disk/FB2/,1.0,
49,21737788,racerkatt,2010-02-28,20:30,     Jag är nog en av dem du tänker på. Jag är feminist men hatar den jävla skruvade feminismen som staten i maskopi med kvällstidningarna försöker pracka på oss!    ,none,"""Feminster"" som inte tror på statsfeminism",Alla forum/Politik/Feminism,disk/FB2/,1.0,
50,51709774,Adgo,2015-01-02,17:21,     Vad var deras argument till att förbjuda sin befolkning från att emigrera till andra länder?    ,none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
51,51710047,-Mystic,2015-01-02,17:40,     Därför att de levde i arbetarnas paradis! All personel med vapen och annan utrustning var där för att hindra folk från att ta sig in.        Spoiler          sarkasm    ,none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
52,51710153,frange,2015-01-02,17:48,     Man märkte väl att alla som hade möjlighet flydde...    ,none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
53,51710186,sven33,2015-01-02,17:50,"  Citat:    Ursprungligen postat av Adgo  Det fattar jag väll.    Vad jag vill veta är vad deras argument var när folk frågade varför de inte fick.    Jag tror knappast de skulle säga att anledning var att ""alla skulle emigrera omedelbart"".     Det var knappast så att folk ens gick runt och ifrågasatte varför de inte fick göra saker. Frågan i sig hade du kunnat råka illa ut för. Att man inte fick emigrera var underförstått och en självklarhet, moderlandet var himlen och icke kommunistiska länder helvettet. Det kan inte finnas någon legitim orsak till att emigrera. Man är per definition en förrädare och/eller en spion om man ens funderar på att emigrera.    ",Adgo,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
54,51710303,Adgo,2015-01-02,17:57,"  Citat:    Ursprungligen postat av sven33  Det var knappast så att folk ens gick runt och ifrågasatte varför de inte fick göra saker. Frågan i sig hade du kunnat råka illa ut för. Att man inte fick emigrera var underförstått och en självklarhet, moderlandet var himlen och icke kommunistiska länder helvettet. Det kan inte finnas någon legitim orsak till att emigrera. Man är per definition en förrädare och/eller en spion om man ens funderar på att emigrera.     Okej. Jag förstår.   Så när de kommunistiska länderna införde emigreringsförbud så struntade de i att hitta på förklaringar för   befolkningen och få valde att ifrågasätta.    ",sven33,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
55,51710481,G.Zamani,2015-01-02,18:09,"     Kommunistiska länder förbjöd inte bara utvandring utan även invandring också. Allt detta har med deras planekonimiska ekonomi att börja med. I en planekonomi så bestämmer staten hur mycket som får produceras och hur mycket som får köpas. Tänk dig planekonomi + invandring eller planekonomi + utvandring.    Det skulle inte hålla då helt plötsligt finns det ett överskott ena dagen och nästa dag finns det ett underskott.    Det finns andra skäl varför kommunistiska länder förbjöd utvandring och det har med flykt till bättre länder. Många flydde Sovjetunionen och bosatte sig i USA. Hade Sovjetunionen lyckats hålla gränserna till 100% stängda så skulle Sovjet finnas kvar idag, utan någon som vet om vad det är för något. Troligvis en stor och lång grå mur bara.    ",none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
56,51710679,sven33,2015-01-02,18:22,  Citat:    Ursprungligen postat av Adgo  Okej. Jag förstår.   Så när de kommunistiska länderna införde emigreringsförbud så struntade de i att hitta på förklaringar för   befolkningen och få valde att ifrågasätta.     Som sagt annonserades aldrig ett emigreringsförbud och de flesta visste bättre än att fråga. Jag vet att jag läst att tusentals Judar försökte emigrera legalt från Sovietunionen under 60-talet. Detta nekades med motiveringen att det skulle hota den nationella säkerheten eftersom de som invånare i Soviet kände till saker som inte fick lämna landet.    Citat:    Ursprungligen postat av G.Zamani  Kommunistiska länder förbjöd inte bara utvandring utan även invandring också.      Stämmer inte. Beror väl kanske på vilket land vi pratar om men det var aldrig några problem att emigrera till sovjetunionen. Problemet var att det inte fanns någon efterfrågan på det över huvud taget.    ,Adgo,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
57,51710811,G.Zamani,2015-01-02,18:31,  Citat:    Ursprungligen postat av sven33    Stämmer inte. Beror väl kanske på vilket land vi pratar om men det var aldrig några problem att emigrera till sovjetunionen. Problemet var att det inte fanns någon efterfrågan på det över huvud taget.     Då får du visa mig.    ,sven33,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
58,51710941,kalle632,2015-01-02,18:40,  Citat:    Ursprungligen postat av Adgo  Okej. Jag förstår.   Så när de kommunistiska länderna införde emigreringsförbud så struntade de i att hitta på förklaringar för   befolkningen och få valde att ifrågasätta.      Ett het tips är väl att om du vill emigrera så gillar du inte läget. Gillar du inte läget är du en fiende till staten. Är du fiende till staten kula i pannan.   Bara förrädare säger nåt annat än att det är toppen i Sovjet. Så varför skulle du vilja emigrera sa du?    ,Adgo,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
59,51710976,sven33,2015-01-02,18:42,"  Citat:    Ursprungligen postat av G.Zamani  Då får du visa mig.     http://www.levandehistoria.se/fakta-...runasvenskarna    Saken var den att det var så fruktansvärt få som ville emigrera att man tog emot de som ville komma med öppna armar. Invandrare var en stor propagandavinst för kommunistländer då man kunde visa upp exempel på hur folk ""flyr"" till moderlandet därför att det är så fantastiskt.    ",G.Zamani,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
60,51710990,kalle632,2015-01-02,18:43,"  Citat:    Ursprungligen postat av G.Zamani  Då får du visa mig.     Oklart vad du menar men Lee Harvey Oswald flyttade till Sovjet (Källa: Grundskolan)  och så gjorde ett antal glada VPKare, från Kiruna om jag minns fel.    ",G.Zamani,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
61,51711177,G.Zamani,2015-01-02,18:57,"  Citat:    Ursprungligen postat av kalle632  Oklart vad du menar men Lee Harvey Oswald flyttade till Sovjet (Källa: Grundskolan)  och så gjorde ett antal glada VPKare, från Kiruna om jag minns fel.     OKej. Men då hade jag fel i det. Då vet jag.  Den där Lee Harvey Oswald vekar inte direkt vara psykisk stabil enligt wikipedia + socialist.    ",kalle632,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
62,51712698,kalle632,2015-01-02,20:39,"  Citat:    Ursprungligen postat av G.Zamani  OKej. Men då hade jag fel i det. Då vet jag.  Den där Lee Harvey Oswald vekar inte direkt vara psykisk stabil enligt wikipedia + socialist.     Ja, du lär nog fina att antalet icke socialister som flyttade till Sovjet är lågt.    ",G.Zamani,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
63,51719319,Le Grand Maître,2015-01-03,09:14,"     Den tidiga kommunismen präglades av en betydligt större öppenhet än vad vi idag tror, men pga ekonomiska misslyckanden började högutbildade söka sig till andra änder. Och för att förhindra en intellektuell kollaps förbjöd man emigration, först för vissa särskilt viktiga grupper (läkare, ingenjörer etc), men senare omfattades alla medborgare av utreseförbudet.  Just Östtyskland blev mer eller mindre ett föregångsland där, med tanke på sin mur - intressant nog även föregångsland när väl upplösningen närmade sig.  och som andra i tråden påpekat så såg kommunistländerna väldigt positivt på immigration. Och före andra världskriget, dvs före kalla kriget, var det inte ovanligt att västmedborgare sökte sig till Sovjetunionen.   Men västvärlden, USA alltså, har ju ett visst ansvar för just detta med tanke på de sanktioner de utsatte Sovjetunionen och Warzawapaktens medlemmar för. Utan sanktioner hade historien möjligt is sett ganska annorlunda ut.  Särskilt tydligt blir det ju med Kuba. Där Kuba blev Tvungen att söka sig till Sovjetunionen för att klara sig efter att ha blivit föremål för de amerikanska sanktionerna. Kuba hade ju inget intresse för kommunism och Sovjetism innan det. Castro var ingen kommunist, han blev det först efter USA visat sina fientliga avsikter.  Kuba hade haft en helt annorlunda modern historia om de sluppit sanktionerna.   Reseförbuden blev ju en väldigt stor propagandaförlust för kommunismen. Och de försökte väl uppväga det med att påstå att det utgjorde ett försvar mot västvärldens dekadens. det blev ju bara negativa händelser i väst som kom att rapporteras till egna befolkningen, sånt som amerikansk rasism och fattigdom etc.   Sovjetunionen hade även väldigt restriktiv inrikespolicy rörande resande. Dvs det behövdes pass för ven inrikesfrågor.  Jag vet inte hur vanligt det var i andra kommunistdiktaturer. I Rumänien verkar det tex ha varit ganska normala inrikesförhållanden avseende resor etc. Se tex på hur diktatorn flydde obehindrat nästintill efter revolten. Jag tror inte det hade varit lika lätt i Sovjetunionen tex, att komma ut ur Moskva ...    ",none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
64,51719371,Stutz,2015-01-03,09:31,     Utbildning av medborgaren är en statlig investering och den förväntas att återbetalas genom att individen arbetar inom landet. Oavsett vilken utbildning man fått så har den kostat staten pengar. Att då välja att arbeta för främmande stat och istället gynna den sågs inte som en möjlighet.    ,none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
65,51719436,RedX,2015-01-03,09:42,     Alla socialistiska förbud införs officiellt av omtanke om den egna befolkningen.    ,none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
